"grant_name","AGRI","ARTS","BIOC","CENG","CHEM","COMP","DENT","EART","ENER","ENGI","ENVI","IMMU","MATE","MATH","MEDI","MULT","NEUR","NURS","PHAR","PHYS","PSYC","SOCI","VETE"
"Natural History Museum",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgarian National Science Fund",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0
"Ono Pharmaceutical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Wuhan University",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Department of Mines and Petroleum",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Economic History Society",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"National Plan for Science, Technology and Innovation",0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0
"Kyushu University",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan Society for the Promotion of Science London",2,0,2,2,3,0,0,0,0,2,0,0,2,0,0,0,1,0,0,2,2,0,0
"Jerusalem College of Technology - Lev Academic Center",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"University of Manchester",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"IVL Svenska Miljöinstitutet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sirindhorn International Institute of Technology, Thammasat University",0,0,1,1,1,0,0,0,0,2,1,0,2,0,1,1,0,0,0,2,0,1,0
"National Plan for Science,Technology and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Deakin University",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,0,0
"National Taiwan University",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Korea Foundation for Advanced Studies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0
"Cancer Research UK",0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"Istituto Nazionale per l'Assicurazione Contro Gli Infortuni sul Lavoro",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Research School, Ruhr University Bochum",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Uniwersytet Medyczny w Lodzi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
"Macquarie University",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Munich Institute for Astro- and Particle Physics",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"South China Normal University",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"University of Ghana",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Faculty of Veterinary Medicine, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1
"State Key Laboratory of Loess and Quaternary Geology",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Research Council",1,0,1,6,13,0,0,0,0,1,3,0,5,0,0,0,0,0,0,2,0,0,0
"Strategic International Collaborative Research Program",0,1,0,0,1,1,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,2,0
"Department of Microbiology, Faculty of Science, Chulalongkorn University",24,4,36,14,49,17,5,10,10,29,24,17,16,4,44,21,7,5,19,13,0,12,5
"Faculty of Information and Communication Technology, Mahidol University",0,0,4,2,16,2,0,0,0,4,0,1,3,2,5,2,0,0,3,0,0,0,0
"Department of Physiology, Mahidol University",0,0,4,2,16,2,0,0,0,4,0,5,3,2,9,4,0,0,4,0,0,0,0
"Heinrich-Heine-Universität Düsseldorf",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Medizinische Fakultät, Heinrich-Heine-Universität Düsseldorf",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"British Council",1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faculty Of Dentistry, Thammasat University",0,0,1,1,1,0,0,0,0,2,1,0,2,0,0,2,0,0,0,2,0,1,0
"Deanship of Scientific Research, King Saud University",1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0
"Agency for Science, Technology and Research",0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"Science and Technology Commission of Shanghai Municipality",0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"Toyota Physical and Chemical Research Institute",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Research Institute for Humanity and Nature",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"Riksbankens Jubileumsfond",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Medical Research Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Centro de Investigação em Ciências Sociais",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Science and Engineering Research Board",0,0,1,1,5,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0
"Parents and Professors' Association, Kitasato University School of Medicine",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kitasato University",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Institute of Research Management and Innovation, Universiti Teknologi MARA",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0
"Thailand Institute of Nuclear Technology",1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Consejo Superior de Investigaciones Científicas",0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Russian Science Foundation",0,0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Universitas Diponegoro",0,0,0,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"SSN Educational and Charitable Trust",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ministry of Human Resource Development",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shenzhen Peacock Plan",0,0,0,0,2,0,0,0,2,1,0,0,6,0,0,0,0,0,0,2,0,0,0
"Ministry of Higher Education, Science, Research and Innovation, Thailand",2,0,2,2,3,3,0,0,3,2,14,1,2,0,1,1,0,0,0,11,0,1,0
"Universitas Surabaya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Erasmus Medisch Centrum",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Vikram Sarabhai Space Centre",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ZonMw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0
"Alzheimer's Society",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0
"Fundação Araucária",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Precursory Research for Embryonic Science and Technology",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Israel Science Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"Norges Forskningsråd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nemzeti Kutatási, Fejlesztési és Innovaciós Alap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
"Centro de Astrofísica y Tecnologías Afines",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Universidade de Lisboa",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Det Frie Forskningsråd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"Center for Advanced Studies for Agriculture and Food, KU Institute for Advanced Studies, Kasetsart University",2,0,1,2,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
"Graduate School, Kasetsart University",2,0,1,2,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
"Faculty of Applied Science, King Mongkut's University of Technology North Bangkok",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0
"Li Ka Shing Faculty of Medicine, University of Hong Kong",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"University of Hong Kong",0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"University Research Committee, University of Hong Kong",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Natural Science Foundation of Liaoning Province",0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"Dalian Science and Technology Bureau",0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"Liaoning Revitalization Talents Program",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Institute for Frontier Materials, Deakin University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"School of Life and Environmental Sciences, Deakin University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Institut des Sciences du Cerveau de Toulouse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rajamangala University of Technology Thanyaburi",0,3,0,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0
"Agrupación Española de Entidades Aseguradoras de los Seguros Agrarios Combinados S.A.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Science, Technology and Innovation Commission of Shenzhen Municipality",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fujian Agriculture and Forestry University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"School of Aerospace Science and Technology",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Shenzhen Technical Project",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"National Science Fund for Distinguished Young Scholars",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"Universiteit Stellenbosch",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Natural Science Foundation of Jiangsu Province",2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Jane ja Aatos Erkon Säätiö",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Svensk Kärnbränslehantering",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Narodowa Agencja Wymiany Akademickiej",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Philippine Council for Industry, Energy, and Emerging Technology Research and Development",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ministère de l'Enseignement Supérieur et de la Recherche Scientifique",0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Instituto Superior Técnico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Rijksuniversiteit Groningen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Siemens",0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0
"Universitair Medisch Centrum Groningen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Department of Science and Technology of Sichuan Province",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Monash University Malaysia",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royal Geographical Society",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Skolkovo Institute of Science and Technology",0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0
"Canadian Cancer Society",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"Canadian Cancer Society",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"Asian Institute of Technology",2,0,0,0,0,0,0,1,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0
"Dalian Institute of Chemical Physics",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Alzheimer's Research Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"UCLH Biomedical Research Centre",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seventh Framework Programme",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Taif University",0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"British Academy",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Ministério da Ciência, Tecnologia e Ensino Superior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Center of Excellence in Theoretical and Computational Science, King Mongkut's University of Technology Thonburi",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
"Università degli Studi di Palermo",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Dalian Medical University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Malaysia Japan International Institute of Technology, Universiti Teknologi Malaysia",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"National Taipei University of Technology",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
"Iketani Science and Technology Foundation",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Kierunek Kosmetologia, Wydzial Farmaceutyczny, Uniwersytet Medyczny w Lodzi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nipponham Foundation",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Staatssekretariat für Bildung, Forschung und Innovation",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Sichuan University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"International Sweeteners Association",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Agência Nacional de Inovação",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stiftelsen för Strategisk Forskning",0,0,0,0,1,1,0,0,0,1,0,0,2,1,0,0,0,0,0,3,0,0,0
"Stockholms Universitet",1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Bio-oriented Technology Research Advancement Institution",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"All-India Institute of Medical Sciences",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CAS Center for Excellence in Particle Physics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Lomonosov Moscow State University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Wuyi University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"Canada Research Chairs",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
"Government of Canada",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"Osaka University of Economics",0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"European Cooperation in Science and Technology",0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,13,0,0,0
"Australian Library and Information Association",0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"KU Leuven",0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"Institut Alam Sekitar dan Pembangunan, Universiti Kebangsaan Malaysia",0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"Pusat Penyelidikan Automotif, Universiti Kebangsaan Malaysia",0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"Faculty of Pharmacy, Cairo University",0,0,3,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0
"Ministério da Agricultura, Pecuária e Abastecimento",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Istituto Nazionale Tumori IRCCS "Fondazione G. Pascale"",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Centre for Mental Health and Wellbeing Research",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Universitas Brawijaya",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Guizhou Institute of Technology",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"University of Alberta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Pontificia Universidad Javeriana",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Tekniikan Akatemia",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Universidad de Magallanes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Singapore Management University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"H. Lundbeck A/S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0
"Meat and Livestock Australia",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cancer Council Victoria",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"National Heart Foundation of Australia",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dirección General de Asuntos del Personal Académico, Universidad Nacional Autónoma de México",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0
"Universidade Tecnológica Federal do Paraná",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
"Bundesministerium für Bildung, Wissenschaft und Forschung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"Kementerian Pendidikan Malaysia",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0
"Laboratorio Nacional de Supercómputo del Sureste de Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"Ministry of Science,Technology and Research",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"National Research Center "Kurchatov Institute"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Research and Innovation Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"Stavros Niarchos Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Latvijas Zinātnes Padome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"Ministry of Science and Higher Education of the Russian Federation",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,0,0,0
"Beijing Municipal Science and Technology Commission",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"Fiona Wood Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Nanjing University",1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Natural Science Foundation of Ningxia Province",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Materials Science Research Center, Faculty of Science, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0
"Department of Chemistry, Faculty of Science, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0
"Faculty of Agro-Industry, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0
"Faculty of Science, Chiang Mai University",4,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0
"Functional Food Research Center for Well-being, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0
"Graduate School, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0
"Consejería de Educación, Junta de Castilla y León",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Consejería de Educación, Juventud y Deporte, Comunidad de Madrid",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Consejería de Educación, Universidades y Sostenibilidad, Gobierno de Canarias",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Conselleria d'Educació, Investigació, Cultura i Esport",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Engineering Research Center of Large Scale Reactor Engineering and Technology, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Engineering Research Center of Nano-Geomaterials, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Instituto Federal de Alagoas, Ministério da Educação",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kementerian Pendidikan",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory for Photonic and Electric Bandgap Materials, Ministry of Education, Harbin Normal University",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Advanced Control and Optimization for Chemical Processes",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Advanced Materials Processing Technology, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Advanced Reactor Engineering and Safety of Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Automotive Materials",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Autonomous Systems and Network Control",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Carbohydrate Chemistry and Biotechnology, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Chemical Biology and Traditional Chinese Medicine Research, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Ecology and Energy-saving Study of Dense Habitat (Tongji University), Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Econometrics",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Engineering Dielectrics and Its Application (Harbin University of Science and Technology), Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Fluid and Power Machinery, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Functional Inorganic Materials Chemistry Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Geospace Environment and Geodesy, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Geotechnical and Underground Engineering, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of High-Performance Fiber and Product, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Highway Engineering Ministry of Education in Special Areas",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Industrial Internet of Things and Networked Control, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Information Storage System, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Medical Electrophysiology of Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Micro-Systems and Micro-Structures Manufacturing, Ministry of Education, Harbin Institute of Technology",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of System Control and Information Processing",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Trustworthy Distributed Computing and Service of Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Ultraviolet Light Emitting Materials and Technology, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Key Laboratory of Universal Wireless Communications of Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
