grant_name,AGRI,ARTS,BIOC,CENG,CHEM,COMP,DENT,EART,ENER,ENGI,ENVI,IMMU,MATE,MATH,MEDI,MULT,NEUR,NURS,PHAR,PHYS,PSYC,SOCI,VETE,cluster
Rajamangala University of Technology Lanna,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Daimler und Benz Stiftung,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1
OeAD-GmbH,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Natural Science Foundation of Shandong Province,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Light Metal Educational Foundation,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Research Promotion and Technology Transfer Center,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Taipei Veterans General Hospital,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"Research Grants Council, University Grants Committee",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"Department of Families, Housing, Community Services and Indigenous Affairs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Ministry of Science and Technology, Israel",0,0,1,3,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,-1
Excellent Young Talents Fund Program of Higher Education Institutions of Anhui Province,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Key Scientific Research Project of Colleges and Universities in Henan Province,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Mushroom Research Foundation,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,-1
European Commission,0,0,1,3,3,2,0,0,0,2,2,1,2,0,3,0,2,0,3,5,1,0,0,-1
"Medicinska fakulteten, Umeå Universitet",0,3,1,0,0,0,0,0,0,0,0,2,0,0,14,1,0,0,1,0,0,2,0,-1
Bijzonder Onderzoeksfonds UGent,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1
WWF-Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,-1
Tokyo Medical and Dental University,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,14
Food and Health Bureau,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1
Center of Excellence on Petrochemical and Materials Technology,0,0,5,7,7,0,0,1,1,6,1,0,11,0,0,0,0,0,0,2,0,0,0,-1
"Ministry of the Environment, Government of Japan",0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-1
Singapore University of Technology and Design,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Singapore Police Force,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
BT Group,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9
Alzheimer Nadační Fond,1,4,1,3,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,3,0,-1
"Department of Biotechnology, Government of West Bengal",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
Periyar University,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kementerian Sumber Asli dan Alam Sekitar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Department of National Parks, Wildlife and Plant Conservation",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
Asean University Network,0,1,0,1,0,2,0,1,1,7,1,0,0,0,0,0,0,0,0,1,0,2,0,-1
Jacobs Research Funds,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
"Centre of Excellence for Electromaterials Science, Australian Research Council",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Muséum National d'Histoire Naturelle,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Natural History Museum,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Bulgarian National Science Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,-1
Ono Pharmaceutical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
Wuhan University,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1
Department of Mines and Petroleum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Economic History Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
"National Plan for Science, Technology and Innovation",0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0
Kyushu University,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Japan Society for the Promotion of Science London,2,0,2,2,3,0,0,0,0,2,0,0,2,0,0,0,1,0,0,2,2,0,0,-1
Jerusalem College of Technology - Lev Academic Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
University of Manchester,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
IVL Svenska Miljöinstitutet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"Sirindhorn International Institute of Technology, Thammasat University",0,0,1,1,1,0,0,0,0,2,1,0,2,0,1,1,0,0,0,2,0,1,0,-1
"National Plan for Science,Technology and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Deakin University,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,0,0,1
National Taiwan University,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
Korea Foundation for Advanced Studies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,-1
Cancer Research UK,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,-1
Istituto Nazionale per l'Assicurazione Contro Gli Infortuni sul Lavoro,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
"Research School, Ruhr University Bochum",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Uniwersytet Medyczny w Lodzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,13
Macquarie University,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Munich Institute for Astro- and Particle Physics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
South China Normal University,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14
University of Ghana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Faculty of Veterinary Medicine, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1,-1
State Key Laboratory of Loess and Quaternary Geology,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
The Research Council,1,0,1,6,13,0,0,0,0,1,3,0,5,0,0,0,0,0,0,2,0,0,0,-1
Strategic International Collaborative Research Program,0,1,0,0,1,1,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,2,0,-1
"Department of Microbiology, Faculty of Science, Chulalongkorn University",24,4,36,14,49,17,5,10,10,29,24,17,16,4,44,21,7,5,19,13,0,12,5,18
"Faculty of Information and Communication Technology, Mahidol University",0,0,4,2,16,2,0,0,0,4,0,1,3,2,5,2,0,0,3,0,0,0,0,-1
"Department of Physiology, Mahidol University",0,0,4,2,16,2,0,0,0,4,0,5,3,2,9,4,0,0,4,0,0,0,0,-1
Heinrich-Heine-Universität Düsseldorf,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Medizinische Fakultät, Heinrich-Heine-Universität Düsseldorf",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
British Council,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"Faculty Of Dentistry, Thammasat University",0,0,1,1,1,0,0,0,0,2,1,0,2,0,0,2,0,0,0,2,0,1,0,-1
"Deanship of Scientific Research, King Saud University",1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,-1
"Agency for Science, Technology and Research",0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,19
Science and Technology Commission of Shanghai Municipality,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,-1
Toyota Physical and Chemical Research Institute,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Research Institute for Humanity and Nature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,7
Riksbankens Jubileumsfond,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
Medical Research Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Centro de Investigação em Ciências Sociais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Science and Engineering Research Board,0,0,1,1,5,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,-1
"Parents and Professors' Association, Kitasato University School of Medicine",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Kitasato University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Institute of Research Management and Innovation, Universiti Teknologi MARA",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,3
Thailand Institute of Nuclear Technology,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
Consejo Superior de Investigaciones Científicas,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16
Russian Science Foundation,0,0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
Universitas Diponegoro,0,0,0,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
SSN Educational and Charitable Trust,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Ministry of Human Resource Development,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Shenzhen Peacock Plan,0,0,0,0,2,0,0,0,2,1,0,0,6,0,0,0,0,0,0,2,0,0,0,-1
"Ministry of Higher Education, Science, Research and Innovation, Thailand",2,0,2,2,3,3,0,0,3,2,14,1,2,0,1,1,0,0,0,11,0,1,0,-1
Universitas Surabaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
Erasmus Medisch Centrum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Vikram Sarabhai Space Centre,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZonMw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1
Alzheimer's Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,1
Fundação Araucária,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
Precursory Research for Embryonic Science and Technology,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1
Israel Science Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,-1
Norges Forskningsråd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"Nemzeti Kutatási, Fejlesztési és Innovaciós Alap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,4
Centro de Astrofísica y Tecnologías Afines,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
Universidade de Lisboa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12
Det Frie Forskningsråd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
"Center for Advanced Studies for Agriculture and Food, KU Institute for Advanced Studies, Kasetsart University",2,0,1,2,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,-1
"Graduate School, Kasetsart University",2,0,1,2,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,-1
"Faculty of Applied Science, King Mongkut's University of Technology North Bangkok",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"Li Ka Shing Faculty of Medicine, University of Hong Kong",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
University of Hong Kong,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3
"University Research Committee, University of Hong Kong",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
Natural Science Foundation of Liaoning Province,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
Dalian Science and Technology Bureau,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
Liaoning Revitalization Talents Program,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
"Institute for Frontier Materials, Deakin University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"School of Life and Environmental Sciences, Deakin University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Institut des Sciences du Cerveau de Toulouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Rajamangala University of Technology Thanyaburi,0,3,0,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0,-1
Agrupación Española de Entidades Aseguradoras de los Seguros Agrarios Combinados S.A.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Science, Technology and Innovation Commission of Shenzhen Municipality",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Fujian Agriculture and Forestry University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
School of Aerospace Science and Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1
Shenzhen Technical Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
National Science Fund for Distinguished Young Scholars,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,-1
Universiteit Stellenbosch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1
Natural Science Foundation of Jiangsu Province,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Jane ja Aatos Erkon Säätiö,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14
Svensk Kärnbränslehantering,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14
Narodowa Agencja Wymiany Akademickiej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"Philippine Council for Industry, Energy, and Emerging Technology Research and Development",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Ministère de l'Enseignement Supérieur et de la Recherche Scientifique,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Instituto Superior Técnico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Rijksuniversiteit Groningen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
Siemens,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,-1
Universitair Medisch Centrum Groningen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
Department of Science and Technology of Sichuan Province,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Monash University Malaysia,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Royal Geographical Society,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1
Skolkovo Institute of Science and Technology,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,-1
Canadian Cancer Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5
Canadian Cancer Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5
Asian Institute of Technology,2,0,0,0,0,0,0,1,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,-1
Dalian Institute of Chemical Physics,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17
Alzheimer's Research Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
UCLH Biomedical Research Centre,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Seventh Framework Programme,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
Taif University,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
British Academy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1
"Ministério da Ciência, Tecnologia e Ensino Superior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"Center of Excellence in Theoretical and Computational Science, King Mongkut's University of Technology Thonburi",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,-1
Università degli Studi di Palermo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Dalian Medical University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
"Malaysia Japan International Institute of Technology, Universiti Teknologi Malaysia",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
National Taipei University of Technology,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Iketani Science and Technology Foundation,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Kierunek Kosmetologia, Wydzial Farmaceutyczny, Uniwersytet Medyczny w Lodzi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
Nipponham Foundation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
"Staatssekretariat für Bildung, Forschung und Innovation",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-1
Sichuan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6
International Sweeteners Association,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
Agência Nacional de Inovação,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stiftelsen för Strategisk Forskning,0,0,0,0,1,1,0,0,0,1,0,0,2,1,0,0,0,0,0,3,0,0,0,-1
Stockholms Universitet,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1
Bio-oriented Technology Research Advancement Institution,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
All-India Institute of Medical Sciences,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CAS Center for Excellence in Particle Physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
Lomonosov Moscow State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
Wuyi University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7
Canada Research Chairs,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,-1
Government of Canada,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Osaka University of Economics,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19
European Cooperation in Science and Technology,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,13,0,0,0,-1
Australian Library and Information Association,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19
KU Leuven,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,-1
"Institut Alam Sekitar dan Pembangunan, Universiti Kebangsaan Malaysia",0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,16
"Pusat Penyelidikan Automotif, Universiti Kebangsaan Malaysia",0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,16
"Faculty of Pharmacy, Cairo University",0,0,3,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,-1
"Ministério da Agricultura, Pecuária e Abastecimento",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
"Istituto Nazionale Tumori IRCCS Fondazione G. Pascale""""",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16
Centre for Mental Health and Wellbeing Research,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
Universitas Brawijaya,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
Guizhou Institute of Technology,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
University of Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
Pontificia Universidad Javeriana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7
Tekniikan Akatemia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7
Universidad de Magallanes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7
Singapore Management University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
H. Lundbeck A/S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5
Meat and Livestock Australia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
Cancer Council Victoria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
National Heart Foundation of Australia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
"Dirección General de Asuntos del Personal Académico, Universidad Nacional Autónoma de México",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,4
Universidade Tecnológica Federal do Paraná,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Bundesministerium für Bildung, Wissenschaft und Forschung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6
Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6
Kementerian Pendidikan Malaysia,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,6
Laboratorio Nacional de Supercómputo del Sureste de Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,6
"Ministry of Science,Technology and Research",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,6
"National Research Center Kurchatov Institute""""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
Research and Innovation Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6
Stavros Niarchos Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
Latvijas Zinātnes Padome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6
Ministry of Science and Higher Education of the Russian Federation,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,0,0,0,0
Beijing Municipal Science and Technology Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6
Fiona Wood Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
Nanjing University,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Natural Science Foundation of Ningxia Province,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"Materials Science Research Center, Faculty of Science, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,-1
"Department of Chemistry, Faculty of Science, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,-1
"Faculty of Agro-Industry, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,-1
"Faculty of Science, Chiang Mai University",4,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,-1
"Functional Food Research Center for Well-being, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,-1
"Graduate School, Chiang Mai University",3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,-1
"Consejería de Educación, Junta de Castilla y León",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Consejería de Educación, Juventud y Deporte, Comunidad de Madrid",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
